bill no,product name,no of units,full amount,date
50414,AQUAFINA BOTTLED WATER 5L,1,251.56,2025-01-03
50415,PAMPERS DIAPERS L 44S,2,8895.65,2025-01-03
50416,MUNCHEE SUPER CREAM CRACKER 120G,2,215.78,2025-01-03
50417,MALIBAN GOLD MARIE 200G,4,814.0,2025-01-03
50418,SUNQUICK FRUIT JUICE 840ML,3,2289.82,2025-01-03
50419,VEG LADIES FINGERS 1KG,1,197.53,2025-01-03
50420,NIPPON TUNA IN OIL 185G,5,3230.24,2025-01-03
50421,PRAN POTATO CHIPS 75G,4,727.15,2025-01-03
50422,VEG CABBAGE 1KG,2,366.97,2025-01-03
50423,UBC SAVOURY MURUKKU 100G,5,657.7,2025-01-03
50424,MAGGI COCONUT MILK POWDER 1KG,2,2955.49,2025-01-03
50425,AQUAFINA BOTTLED WATER 5L,1,247.13,2025-01-03
50426,KELLOGGS HEART TO HEART OATS 200G,2,1299.86,2025-01-03
50427,SIRILAK FENUGREEK 100G,3,442.93,2025-01-03
50428,NIPPON TUNA IN OIL 185G,2,1310.47,2025-01-03
50429,RED LENTILS (MYSOOR DHAL) 1KG,1,500.78,2025-01-03
50430,VEG CUCUMBER 1KG,2,298.21,2025-01-03
50431,FRESH WHOLE CHICKEN SL 1KG,1,1401.79,2025-01-03
50432,VEG SWEET POTATO 1KG,3,761.22,2025-01-03
50433,VEG GINGER 1KG,3,4555.99,2025-01-03
50434,TESS CANNED MACKEREL 425G,2,1412.35,2025-01-03
50435,SIRILAK POP CORN,3,451.8,2025-01-03
50436,VEG LIME 1KG,2,981.08,2025-01-03
50437,COCA-COLA 1.5L,5,1516.97,2025-01-03
50438,MEADOWLEA FAT SPREAD 500G,5,5402.35,2025-01-03
50439,VEG GREEN BEANS 1KG,3,911.72,2025-01-03
50440,VEG LIME 1KG,1,496.79,2025-01-03
50441,CHICKPEAS 1KG,3,1820.36,2025-01-03
50442,PRIMA PLAIN FLOUR 1KG,3,1140.37,2025-01-03
50443,PRIMA INSTANT NOODLES CHICKEN,5,590.07,2025-01-03
50444,AIRWICK AIR FRESHENER 250ML,5,2982.1,2025-01-03
50445,SALT 1KG,3,295.99,2025-01-03
50446,WHITE RAW RICE 1KG,1,222.91,2025-01-03
50447,COCONUT,2,264.94,2025-01-03
50448,VEG LEEKS 1KG,2,559.25,2025-01-03
50449,VEG ASH PLANTAINS 1KG,1,150.29,2025-01-03
50450,RICH LIFE SET KIRI DAIRY DESSERT 450G,1,296.7,2025-01-03
50451,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,5,2711.32,2025-01-03
50452,ANCHOR BUTTER 227G,2,2380.61,2025-01-03
50453,VEG RED ONIONS 1KG,1,384.89,2025-01-03
50454,JOHNSONS BABY POWDER 200G,4,2393.36,2025-01-03
50455,LAKMO EGG PACK L 10,1,545.47,2025-01-03
50456,SIRILAK CHILLI POWDER 100G,5,1380.05,2025-01-03
50457,VEG TOMATOES 1KG,3,1190.77,2025-01-03
50458,VEG GINGER 1KG,2,2945.98,2025-01-03
50459,FRT BANANA (AMBUL) 1KG,1,248.17,2025-01-03
50460,WHITE SUGAR 1KG,1,355.36,2025-01-03
50461,PRIMA PLAIN FLOUR 1KG,1,376.1,2025-01-03
50462,COCA-COLA 1.5L,2,600.61,2025-01-03
50463,LAKMO EGG PACK L 10,3,1640.02,2025-01-03
50464,VEG TOMATOES 1KG,1,402.15,2025-01-03
50465,CLOGARD TOOTHBRUSH SMART PROMO,1,121.28,2025-01-03
50466,GILLETTE RAZOR,1,247.47,2025-01-03
50467,VEG LADIES FINGERS 1KG,2,401.71,2025-01-03
50468,MUNCHEE CHOCOLATE WAFERS 85G,2,202.61,2025-01-03
50469,RIN DETERGENT POWDER 1KG,2,944.22,2025-01-03
50470,UBC SAVOURY MURUKKU 100G,1,129.41,2025-01-03
50471,LION SODA 1L,2,298.85,2025-01-03
50472,SIRILAK FENUGREEK 100G,4,608.8,2025-01-03
50473,VEG CARROT 1KG,3,972.14,2025-01-03
50474,LION SODA 1L,3,442.43,2025-01-03
50475,LITTLE LION CHOCOLATE CAKE SLICE,4,588.83,2025-01-03
50476,MD MANGO JAM 500G,1,649.23,2025-01-03
50477,HIGHLAND SET YOGHURT 90G,1,79.87,2025-01-03
50478,FRT PAPAYA 1KG,3,605.69,2025-01-03
50479,MUNCHEE CHOCOLATE MARIE 90G,3,274.35,2025-01-03
50480,LITTLE LION CHOCOLATE CAKE SLICE,5,742.66,2025-01-03
50481,COCA-COLA 1.5L,5,1485.94,2025-01-03
50482,MILO POWDER 400G,3,3052.59,2025-01-03
50483,HIGHLAND SET YOGHURT 90G,1,78.87,2025-01-03
50484,GILLETTE RAZOR,1,246.37,2025-01-03
50485,VEG PUMPKIN 1KG,3,363.7,2025-01-03
50486,VEG BIG ONIONS 1KG,2,707.52,2025-01-03
50487,VEG TOMATOES 1KG,1,407.7,2025-01-03
50488,HEINZ TOMATO KETCHUP 300G,4,2813.61,2025-01-03
50489,KEELLS CHICKEN SAUSAGES 500G,2,1925.94,2025-01-03
50490,HARISCHANDRA COFFEE 200G,1,895.08,2025-01-03
50491,JOHNSONS BABY POWDER 200G,1,596.59,2025-01-03
50492,SALT 1KG,1,98.75,2025-01-03
50493,RED LENTILS (MYSOOR DHAL) 1KG,2,1005.47,2025-01-03
50494,SAMAPOSHA 200G,2,354.59,2025-01-03
50495,LIFEBUOY SOAP TOTAL 10 100G,1,90.79,2025-01-03
50496,FRT BANANA (AMBUL) 1KG,1,245.35,2025-01-03
50497,GILLETTE RAZOR,4,985.12,2025-01-03
50498,CINNAMON STICKS 50G,1,401.3,2025-01-03
50499,VEG CARROT 1KG,1,323.59,2025-01-03
50500,VEG CARROT 1KG,2,643.9,2025-01-03
50501,LIFEBUOY SOAP TOTAL 10 100G,1,90.29,2025-01-03
50502,CLEAR SHAMPOO 180ML,2,994.14,2025-01-03
50503,BROWN SUGAR 1KG,3,1366.89,2025-01-03
50504,WHITE RAW RICE 1KG,3,647.22,2025-01-03
50505,HEINZ TOMATO KETCHUP 300G,4,2792.77,2025-01-03
50506,VEG PUMPKIN 1KG,1,118.42,2025-01-03
50507,LION SODA 1L,2,300.19,2025-01-03
50508,ROZA PASTA SPAGHETTI 500G,4,2169.53,2025-01-03
50509,MALIBAN GOLD MARIE 200G,2,395.5,2025-01-03
50510,VEG CABBAGE 1KG,1,179.0,2025-01-04
50511,LITTLE LION CHOCOLATE CAKE SLICE,2,294.22,2025-01-04
50512,VEG BIG ONIONS 1KG,3,1047.19,2025-01-04
50513,VEG ASH PLANTAINS 1KG,1,148.85,2025-01-04
50514,SUNQUICK FRUIT JUICE 840ML,1,735.41,2025-01-04
50515,PAMPERS DIAPERS L 44S,5,22616.3,2025-01-04
50516,VIM DISHWASH LIQUID 500ML,2,570.09,2025-01-04
50517,NESCAFE CLASSIC 100G JAR,5,6564.7,2025-01-04
50518,ROZA PASTA SPAGHETTI 500G,5,2776.03,2025-01-04
50519,SIRILAK FENUGREEK 100G,2,300.99,2025-01-04
50520,VEG LIME 1KG,2,1008.02,2025-01-04
50521,SAMAPOSHA 200G,3,547.54,2025-01-04
50522,FRT PINEAPPLE,3,1206.67,2025-01-04
50523,MD MANGO JAM 500G,2,1291.58,2025-01-04
50524,ROZA PASTA SPAGHETTI 500G,3,1639.57,2025-01-04
50525,BROWN SUGAR 1KG,3,1365.68,2025-01-04
50526,WHITE RAW RICE 1KG,1,220.04,2025-01-04
50527,FRT BANANA (AMBUL) 1KG,3,756.05,2025-01-04
50528,PRIMA INSTANT NOODLES CHICKEN,3,357.21,2025-01-04
50529,PAMPERS DIAPERS L 44S,2,9082.03,2025-01-04
50530,WHITE SUGAR 1KG,2,694.83,2025-01-04
50531,GILLETTE RAZOR,5,1252.51,2025-01-04
50532,UBC SAVOURY MURUKKU 100G,3,386.36,2025-01-04
50533,KIST PEANUT BUTTER 340G,1,785.73,2025-01-04
50534,AIRWICK AIR FRESHENER 250ML,2,1190.58,2025-01-04
50535,ANCHOR BUTTER 227G,2,2390.18,2025-01-04
50536,SIRILAK POP CORN,4,611.05,2025-01-04
50537,PRIMA INSTANT NOODLES CHICKEN,5,588.04,2025-01-04
50538,VEG CARROT 1KG,1,315.82,2025-01-04
50539,MUNCHEE SUPER CREAM CRACKER 120G,4,442.13,2025-01-04
50540,HIGHLAND SET YOGHURT 90G,1,78.6,2025-01-04
50541,ROZA PASTA SPAGHETTI 500G,3,1621.02,2025-01-04
50542,UBC SAVOURY MURUKKU 100G,5,661.09,2025-01-04
50543,HIGHLAND SET YOGHURT 90G,1,80.14,2025-01-04
50544,PRIMA PLAIN FLOUR 1KG,1,380.07,2025-01-04
50545,FRESH MILK 1L,2,785.24,2025-01-04
50546,LION SODA 1L,2,298.46,2025-01-04
50547,PRIMA PLAIN FLOUR 1KG,1,384.07,2025-01-04
50548,CINNAMON STICKS 50G,1,397.63,2025-01-04
50549,VEG BITTER GOURD 1KG,2,438.99,2025-01-04
50550,ROYAL CASHEW NUTS 100G,4,3166.76,2025-01-04
50551,FRT BANANA (AMBUL) 1KG,1,247.45,2025-01-04
50552,VEG LADIES FINGERS 1KG,3,590.49,2025-01-04
50553,HARISCHANDRA COFFEE 200G,3,2661.67,2025-01-04
50554,TESS CANNED MACKEREL 425G,2,1403.1,2025-01-04
50555,COCONUT MILK POWDER 400G,3,1812.02,2025-01-04
50556,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,3,739.94,2025-01-04
50557,FRT PAPAYA 1KG,3,611.28,2025-01-04
50558,VEG BITTER GOURD 1KG,3,658.93,2025-01-04
50559,VEG TOMATOES 1KG,3,1211.74,2025-01-04
50560,VEG PUMPKIN 1KG,1,119.68,2025-01-04
50561,BAKEWELL WHITE BREAD 450G,2,360.14,2025-01-04
50562,VIM DISHWASH LIQUID 500ML,1,276.61,2025-01-04
50563,DILMAH PREMIUM LEAF TEA 200G,3,2390.5,2025-01-04
50564,NESCAFE CLASSIC 100G JAR,1,1275.45,2025-01-04
50565,FT AVOCADO 1KG,2,1177.29,2025-01-04
50566,VIM DISHWASH LIQUID 500ML,1,278.36,2025-01-04
50567,CLEAR SHAMPOO 180ML,2,1003.8,2025-01-04
50568,MILO POWDER 400G,5,4933.76,2025-01-04
50569,MD MANGO JAM 500G,2,1312.32,2025-01-04
50570,DETTOL ANTISEPTIC LIQUID 500ML,1,803.51,2025-01-04
50571,MUNCHEE CHOCOLATE WAFERS 85G,3,300.63,2025-01-04
50572,SIRILAK ROASTED PEANUTS 75G,5,491.25,2025-01-04
50573,COCONUT MILK POWDER 400G,4,2411.07,2025-01-04
50574,PRIMA INSTANT NOODLES CHICKEN,4,476.3,2025-01-04
50575,VEG SWEET POTATO 1KG,1,248.34,2025-01-04
50576,MALIBAN GOLD MARIE 200G,1,202.16,2025-01-04
50577,KEELLS CHICKEN SAUSAGES 500G,2,1888.73,2025-01-04
50578,CLOGARD TOOTHBRUSH SMART PROMO,5,603.99,2025-01-04
50579,SALT 1KG,1,99.76,2025-01-04
50580,icecream,5,3818.35,2025-01-04
50581,LIFEBUOY SOAP TOTAL 10 100G,3,265.28,2025-01-04
50582,TESS CANNED MACKEREL 425G,2,1419.93,2025-01-04
50583,BAYGON MOSQUITO COILS 10S,4,600.98,2025-01-04
50584,BAYGON MOSQUITO COILS 10S,2,304.47,2025-01-04
50585,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,4,1001.39,2025-01-04
50586,FLORA TOILET PAPER ROLL 2PLY,4,403.16,2025-01-04
50587,DETTOL ANTISEPTIC LIQUID 500ML,1,796.34,2025-01-04
50588,ROZA PASTA SPAGHETTI 500G,5,2736.45,2025-01-04
50589,SALT 1KG,2,203.4,2025-01-04
50590,JOHNSONS BABY POWDER 200G,3,1781.82,2025-01-04
50591,MILO POWDER 400G,5,4954.96,2025-01-04
50592,SUNQUICK FRUIT JUICE 840ML,2,1529.87,2025-01-04
50593,LION SODA 1L,3,443.19,2025-01-04
50594,VEG GINGER 1KG,3,4502.54,2025-01-04
50595,VEG BITTER GOURD 1KG,1,217.52,2025-01-04
50596,TESS CANNED MACKEREL 425G,5,3535.28,2025-01-04
50597,SIRILAK CHILLI POWDER 100G,5,1400.89,2025-01-04
50598,KELLOGGS HEART TO HEART OATS 200G,1,658.25,2025-01-04
50599,HEINZ TOMATO KETCHUP 300G,4,2752.4,2025-01-04
50600,VEG ASH PLANTAINS 1KG,2,294.51,2025-01-04
50601,VEG POTATOES 1KG,1,375.85,2025-01-04
50602,TESS CANNED MACKEREL 425G,2,1409.29,2025-01-04
50603,SUNQUICK FRUIT JUICE 840ML,2,1495.96,2025-01-04
50604,RICH LIFE SET KIRI DAIRY DESSERT 450G,2,608.65,2025-01-04
50605,CLEAR SHAMPOO 180ML,2,987.38,2025-01-04
50606,HEINZ TOMATO KETCHUP 300G,3,2115.06,2025-01-04
50607,MAGGI COCONUT MILK POWDER 1KG,2,2940.95,2025-01-04
50608,LITTLE LION CHOCOLATE CAKE SLICE,2,294.99,2025-01-04
50609,MD MANGO JAM 500G,2,1323.8,2025-01-04
50610,SIRILAK POP CORN,5,758.59,2025-01-04
50611,PRIMA INSTANT NOODLES CHICKEN,3,357.43,2025-01-04
50612,FRT PAPAYA 1KG,3,607.23,2025-01-04
50613,KELLOGGS HEART TO HEART OATS 200G,1,644.64,2025-01-04
50614,CLOGARD TOOTHBRUSH SMART PROMO,1,120.92,2025-01-04
50615,KIST PEANUT BUTTER 340G,4,3164.23,2025-01-04
50616,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,2,1120.32,2025-01-04
50617,ROZA PASTA SPAGHETTI 500G,5,2745.06,2025-01-04
50618,WHITE RAW RICE 1KG,1,220.2,2025-01-04
50619,KOTMALE CHEESE SLICES 10S,3,2223.92,2025-01-04
50620,VEG TOMATOES 1KG,1,393.08,2025-01-04
50621,COCONUT MILK POWDER 400G,1,601.48,2025-01-04
50622,RED LENTILS (MYSOOR DHAL) 1KG,2,981.47,2025-01-04
50623,MD MANGO JAM 500G,2,1304.97,2025-01-04
50624,VEG BITTER GOURD 1KG,3,668.72,2025-01-04
50625,MAGGI COCONUT MILK POWDER 1KG,3,4474.5,2025-01-04
50626,NEWS PAPER ARUNA,5,356.21,2025-01-04
50627,COCONUT MILK POWDER 400G,4,2424.88,2025-01-04
50628,PRIMA PLAIN FLOUR 1KG,1,385.29,2025-01-04
50629,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,3,1631.63,2025-01-04
50630,MUNCHEE CHOCOLATE WAFERS 85G,2,197.71,2025-01-04
50631,VEG CARROT 1KG,1,318.55,2025-01-04
50632,DILMAH PREMIUM LEAF TEA 200G,2,1605.24,2025-01-04
50633,BAKEWELL WHITE BREAD 450G,4,731.53,2025-01-04
50634,FLORA TOILET PAPER ROLL 2PLY,2,198.61,2025-01-04
50635,MALIBAN GOLD MARIE 200G,1,200.14,2025-01-04
50636,VEG GINGER 1KG,1,1519.02,2025-01-04
50637,VEG TOMATOES 1KG,3,1205.87,2025-01-04
50638,VEG TOMATOES 1KG,3,1219.14,2025-01-04
50639,NESCAFE CLASSIC 100G JAR,1,1313.65,2025-01-04
50640,VEG SWEET POTATO 1KG,1,248.53,2025-01-04
50641,COCONUT,2,257.55,2025-01-04
50642,VEG LIME 1KG,2,1013.35,2025-01-04
50643,SAMAPOSHA 200G,3,546.78,2025-01-04
50644,PAMPERS DIAPERS L 44S,4,17968.84,2025-01-04
50645,ROZA PASTA SPAGHETTI 500G,4,2233.88,2025-01-04
50646,NESCAFE CLASSIC 100G JAR,3,3828.8,2025-01-04
50647,MD MANGO JAM 500G,5,3237.73,2025-01-04
50648,NEWS PAPER ARUNA,1,70.34,2025-01-04
50649,VEG RED ONIONS 1KG,2,768.13,2025-01-04
50650,DETTOL ANTISEPTIC LIQUID 500ML,4,3263.78,2025-01-04
50651,VEG BITTER GOURD 1KG,3,663.32,2025-01-04
50652,WHITE RAW RICE 1KG,3,671.86,2025-01-04
50653,FT AVOCADO 1KG,2,1192.42,2025-01-04
50654,KIST PEANUT BUTTER 340G,3,2390.93,2025-01-04
50655,SAMAPOSHA 200G,3,534.06,2025-01-04
50656,CURRY POWDER 100G,1,249.42,2025-01-04
50657,MEADOWLEA FAT SPREAD 500G,1,1108.62,2025-01-04
50658,VEG LEEKS 1KG,3,826.26,2025-01-04
50659,PAMPERS DIAPERS L 44S,4,17864.26,2025-01-04
50660,FLORA TOILET PAPER ROLL 2PLY,2,200.37,2025-01-04
50661,UBC SAVOURY MURUKKU 100G,3,385.65,2025-01-04
50662,LIFEBUOY SOAP TOTAL 10 100G,2,182.35,2025-01-04
50663,MD MANGO JAM 500G,4,2577.69,2025-01-04
50664,VEG CUCUMBER 1KG,1,152.55,2025-01-04
50665,LAKMEE SOY CUTTLEFISH 60G,4,712.14,2025-01-04
50666,LITTLE LION CHOCOLATE CAKE SLICE,3,456.04,2025-01-04
50667,PRAN POTATO CHIPS 75G,3,536.24,2025-01-04
50668,VEG POTATOES 1KG,3,1135.71,2025-01-04
50669,RIN DETERGENT POWDER 1KG,1,477.53,2025-01-04
50670,COCA-COLA 1.5L,3,903.83,2025-01-04
50671,TURMERIC POWDER 100G,1,354.61,2025-01-04
50672,NEWS PAPER ARUNA,5,350.26,2025-01-04
50673,PRIMA INSTANT NOODLES CHICKEN,1,120.89,2025-01-04
50674,VEG CARROT 1KG,1,318.59,2025-01-04
50675,FRESH WHOLE CHICKEN SL 1KG,1,1373.6,2025-01-04
50676,VEG GARLIC 1KG,1,1180.73,2025-01-04
50677,BROWN SUGAR 1KG,2,913.3,2025-01-05
50678,JOHNSONS BABY POWDER 200G,4,2356.81,2025-01-05
50679,BAYGON MOSQUITO COILS 10S,2,302.61,2025-01-05
50680,PAMPERS DIAPERS L 44S,3,13640.89,2025-01-05
50681,ANCHOR BUTTER 227G,1,1212.76,2025-01-05
50682,JOHNSONS BABY POWDER 200G,2,1214.95,2025-01-05
50683,KOTMALE CHEESE SLICES 10S,5,3731.21,2025-01-05
50684,VEG POTATOES 1KG,3,1127.08,2025-01-05
50685,VEG BITTER GOURD 1KG,1,223.97,2025-01-05
50686,VEG LADIES FINGERS 1KG,3,611.73,2025-01-05
50687,MALIBAN GOLD MARIE 200G,1,196.45,2025-01-05
50688,SIRILAK ROASTED PEANUTS 75G,3,297.52,2025-01-05
50689,COCONUT OIL 750ML,3,2587.39,2025-01-05
50690,KELLOGGS HEART TO HEART OATS 200G,2,1298.47,2025-01-05
50691,VEG SWEET POTATO 1KG,1,249.28,2025-01-05
50692,VEG GARLIC 1KG,3,3662.29,2025-01-05
50693,FRT PINEAPPLE,5,1977.57,2025-01-05
50694,EDINBOROUGH CORDIAL 750ML,5,2254.36,2025-01-05
50695,MUNCHEE CHOCOLATE MARIE 90G,2,179.87,2025-01-05
50696,VEG BIG ONIONS 1KG,1,350.79,2025-01-05
50697,HEINZ TOMATO KETCHUP 300G,4,2813.64,2025-01-05
50698,SAMAPOSHA 200G,3,534.15,2025-01-05
50699,FRESH WHOLE CHICKEN SL 1KG,1,1419.43,2025-01-05
50700,BROWN SUGAR 1KG,1,442.86,2025-01-05
50701,ROZA PASTA SPAGHETTI 500G,1,554.87,2025-01-05
50702,CINNAMON STICKS 50G,1,395.31,2025-01-05
50703,AIRWICK AIR FRESHENER 250ML,3,1831.57,2025-01-05
50704,FT AVOCADO 1KG,2,1212.3,2025-01-05
50705,LION SODA 1L,2,303.39,2025-01-05
50706,VEG BIG ONIONS 1KG,3,1044.68,2025-01-05
50707,VEG LEEKS 1KG,2,552.26,2025-01-05
50708,NESCAFE CLASSIC 100G JAR,2,2598.45,2025-01-05
50709,RED LENTILS (MYSOOR DHAL) 1KG,1,507.49,2025-01-05
50710,ROZA PASTA SPAGHETTI 500G,5,2734.36,2025-01-05
50711,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,2,502.53,2025-01-05
50712,VEG ASH PLANTAINS 1KG,3,453.5,2025-01-05
50713,VEG PUMPKIN 1KG,1,121.29,2025-01-05
50714,VEG GARLIC 1KG,2,2357.55,2025-01-05
50715,VEG SWEET POTATO 1KG,2,505.09,2025-01-05
50716,LIFEBUOY SOAP TOTAL 10 100G,1,90.89,2025-01-05
50717,ANCHOR BUTTER 227G,4,4860.92,2025-01-05
50718,KELLOGGS CORN FLAKES POUCH 250G,5,3509.9,2025-01-05
50719,WHITE RAW RICE 1KG,1,217.09,2025-01-05
50720,NESCAFE CLASSIC 100G JAR,5,6379.01,2025-01-05
50721,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,2,494.17,2025-01-05
50722,VEG GINGER 1KG,3,4511.3,2025-01-05
50723,HARISCHANDRA COFFEE 200G,2,1783.6,2025-01-05
50724,VEG RED ONIONS 1KG,1,381.08,2025-01-05
50725,MILO POWDER 400G,5,5099.84,2025-01-05
50726,LAKMEE SOY CUTTLEFISH 60G,5,891.55,2025-01-05
50727,PRIMA PLAIN FLOUR 1KG,1,373.35,2025-01-05
50728,VEG LADIES FINGERS 1KG,1,203.31,2025-01-05
50729,AQUAFINA BOTTLED WATER 5L,1,246.01,2025-01-05
50730,VEG SWEET POTATO 1KG,1,254.76,2025-01-05
50731,VEG ASH PLANTAINS 1KG,3,447.46,2025-01-05
50732,VEG LEEKS 1KG,2,568.73,2025-01-05
50733,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,4,2235.34,2025-01-05
50734,HARISCHANDRA COFFEE 200G,2,1830.92,2025-01-05
50735,VEG CAPSICUM 1KG,1,494.31,2025-01-05
50736,SUNQUICK FRUIT JUICE 840ML,3,2245.69,2025-01-05
50737,RED LENTILS (MYSOOR DHAL) 1KG,2,993.19,2025-01-05
50738,MAGGI COCONUT MILK POWDER 1KG,3,4482.2,2025-01-05
50739,FRT PINEAPPLE,2,799.72,2025-01-05
50740,UBC SAVOURY MURUKKU 100G,2,256.47,2025-01-05
50741,SAMAPOSHA 200G,2,355.66,2025-01-05
50742,KELLOGGS HEART TO HEART OATS 200G,2,1284.17,2025-01-05
50743,MUNCHEE CHOCOLATE WAFERS 85G,5,493.63,2025-01-05
50744,CLOGARD TOOTHBRUSH SMART PROMO,1,120.49,2025-01-05
50745,VEG LADIES FINGERS 1KG,1,199.51,2025-01-05
50746,VEG ASH PLANTAINS 1KG,1,149.47,2025-01-05
50747,MUNCHEE CHOCOLATE WAFERS 85G,1,98.33,2025-01-05
50748,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,1,555.12,2025-01-05
50749,NEWS PAPER ARUNA,2,138.74,2025-01-05
50750,FRT PINEAPPLE,4,1588.74,2025-01-05
50751,VEG BIG ONIONS 1KG,3,1033.25,2025-01-05
50752,SAMAPOSHA 200G,1,181.72,2025-01-05
50753,VEG GREEN BEANS 1KG,1,294.22,2025-01-05
50754,MALIBAN GOLD MARIE 200G,2,395.4,2025-01-05
50755,FRT PAPAYA 1KG,2,398.19,2025-01-05
50756,RICH LIFE SET KIRI DAIRY DESSERT 450G,3,898.28,2025-01-05
50757,PAMPERS DIAPERS L 44S,1,4419.65,2025-01-05
50758,GILLETTE RAZOR,1,250.42,2025-01-05
50759,DILMAH PREMIUM LEAF TEA 200G,2,1588.97,2025-01-05
50760,LAKMO EGG PACK L 10,4,2176.8,2025-01-05
50761,SALT 1KG,2,203.61,2025-01-05
50762,BAYGON MOSQUITO COILS 10S,1,148.94,2025-01-05
50763,FRT PINEAPPLE,5,2028.21,2025-01-05
50764,PRIMA INSTANT NOODLES CHICKEN,3,355.37,2025-01-05
50765,NESCAFE CLASSIC 100G JAR,2,2575.26,2025-01-05
50766,FRT BANANA (AMBUL) 1KG,1,250.66,2025-01-05
50767,DILMAH PREMIUM LEAF TEA 200G,5,3949.22,2025-01-05
50768,SUNLIGHT 2 IN 1 CLEAN & JASMINE 1.2KG,3,1639.47,2025-01-05
50769,LITTLE LION CHOCOLATE CAKE SLICE,1,152.04,2025-01-05
50770,BROWN SUGAR 1KG,1,457.87,2025-01-05
50771,NEWS PAPER ARUNA,4,282.51,2025-01-05
50772,COCONUT OIL 750ML,1,855.48,2025-01-05
50773,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,1,254.72,2025-01-05
50774,DILMAH PREMIUM LEAF TEA 200G,1,809.69,2025-01-05
50775,KELLOGGS CORN FLAKES POUCH 250G,1,704.96,2025-01-05
50776,NEWS PAPER ARUNA,4,281.8,2025-01-05
50777,KIST PEANUT BUTTER 340G,2,1598.9,2025-01-05
50778,VEG RED ONIONS 1KG,3,1148.81,2025-01-05
50779,AIRWICK AIR FRESHENER 250ML,3,1776.4,2025-01-05
50780,PAMPERS DIAPERS L 44S,1,4512.69,2025-01-05
50781,WHITE SUGAR 1KG,1,347.06,2025-01-05
50782,MUNCHEE CHOCOLATE WAFERS 85G,1,101.62,2025-01-05
50783,VIM DISHWASH LIQUID 500ML,5,1422.06,2025-01-05
50784,RICH LIFE SET KIRI DAIRY DESSERT 450G,1,305.81,2025-01-05
50785,LION SODA 1L,3,441.57,2025-01-05
50786,RED LENTILS (MYSOOR DHAL) 1KG,1,503.61,2025-01-05
50787,DILMAH PREMIUM LEAF TEA 200G,3,2358.77,2025-01-05
50788,AIRWICK AIR FRESHENER 250ML,3,1821.33,2025-01-05
50789,SAMAPOSHA 200G,1,178.26,2025-01-05
50790,MAGGI COCONUT MILK POWDER 1KG,3,4533.86,2025-01-05
50791,EDINBOROUGH CORDIAL 750ML,5,2267.61,2025-01-05
50792,SUNQUICK FRUIT JUICE 840ML,3,2291.3,2025-01-05
50793,ROYAL CASHEW NUTS 100G,4,3140.13,2025-01-05
50794,FRT BANANA (AMBUL) 1KG,1,253.81,2025-01-05
50795,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,1,254.73,2025-01-05
50796,TURMERIC POWDER 100G,4,1421.06,2025-01-05
50797,FRT PINEAPPLE,4,1612.54,2025-01-05
50798,FRESH MILK 1L,3,1182.17,2025-01-05
50799,SIRILAK FENUGREEK 100G,2,299.08,2025-01-05
50800,SIRILAK CHILLI POWDER 100G,3,855.39,2025-01-05
50801,PRIMA INSTANT NOODLES CHICKEN,1,118.12,2025-01-05
50802,RIN DETERGENT POWDER 1KG,2,971.24,2025-01-05
50803,ANCHOR BUTTER 227G,5,6004.93,2025-01-05
50804,MUNCHEE SUPER CREAM CRACKER 120G,5,553.16,2025-01-05
50805,FRT PAPAYA 1KG,1,202.75,2025-01-05
50806,VEG PUMPKIN 1KG,2,244.07,2025-01-05
50807,SALT 1KG,1,99.54,2025-01-05
50808,COCONUT MILK POWDER 400G,1,596.27,2025-01-05
50809,VEG BITTER GOURD 1KG,1,220.05,2025-01-05
50810,FRT PINEAPPLE,1,394.92,2025-01-05
50811,BROWN SUGAR 1KG,3,1362.43,2025-01-05
50812,LITTLE LION CHOCOLATE CAKE SLICE,4,604.44,2025-01-05
50813,RAIGAM FRIED & DEVILLED SOYA CHICKEN 110G,1,252.71,2025-01-05
50814,ANCHOR BUTTER 227G,1,1205.58,2025-01-05
50815,FLORA TOILET PAPER ROLL 2PLY,2,198.81,2025-01-05
50816,CLOGARD TOOTHBRUSH SMART PROMO,1,119.21,2025-01-05
50817,FLORA TOILET PAPER ROLL 2PLY,4,403.34,2025-01-05
50818,VEG GARLIC 1KG,2,2420.85,2025-01-05
50819,VEG BIG ONIONS 1KG,2,695.11,2025-01-05
50820,BROWN SUGAR 1KG,3,1359.33,2025-01-05
50821,MEADOWLEA FAT SPREAD 500G,1,1082.0,2025-01-05
50822,CHICKPEAS 1KG,1,605.24,2025-01-05
50823,NIPPON TUNA IN OIL 185G,5,3236.31,2025-01-05
50824,VEG GINGER 1KG,1,1500.17,2025-01-05
