ds,product,units,amount
2024-01-29,White Rice 1KG,51,11395.71
2024-01-29,White Sugar 1KG,42,14713.9
2024-01-30,Bottled Water 5L,46,11430.65
2024-01-30,Butter 227G,45,53255.3
2024-01-30,Chocolate Wafers 85G,49,4850.22
2024-01-30,Coca-Cola 1.5L,42,12730.82
2024-01-30,Coconut,41,5363.85
2024-01-30,Coconut Oil 750ML,58,48871.49
2024-01-30,Coconut Sweets,48,9654.64
2024-01-30,Fresh Chicken 1KG,57,79625.41
2024-01-30,Fresh Milk 1L,51,20471.84
2024-01-30,Ice Cream 1L,46,34990.47
2024-01-30,Mango Jam 500G,47,30953.11
2024-01-30,Milo Powder 400G,40,40284.65
2024-01-30,Pineapple Whole,56,22650.79
2024-01-30,Plain Bread 450G,52,9312.64
2024-01-30,Plain Flour 1KG,49,18586.3
2024-01-30,Salt 1KG,43,4261.08
2024-01-30,Toilet Paper 2PLY,51,5163.49
2024-01-30,Tomatoes 1KG,58,23016.95
2024-01-30,White Rice 1KG,40,8710.79
2024-01-30,White Sugar 1KG,59,20983.25
2024-01-31,Bottled Water 5L,58,14538.11
2024-01-31,Butter 227G,58,69961.56
2024-01-31,Chocolate Wafers 85G,44,4397.78
2024-01-31,Coca-Cola 1.5L,44,13137.58
2024-01-31,Coconut,49,6326.99
2024-01-31,Coconut Oil 750ML,55,47322.45
2024-01-31,Coconut Sweets,57,11458.51
2024-01-31,Fresh Chicken 1KG,51,69997.86
2024-01-31,Fresh Milk 1L,44,17879.33
2024-01-31,Ice Cream 1L,59,44022.24
2024-01-31,Mango Jam 500G,54,35792.05
2024-01-31,Milo Powder 400G,49,49787.84
2024-01-31,Pineapple Whole,54,21990.26
2024-01-31,Plain Bread 450G,55,9852.48
2024-01-31,Plain Flour 1KG,55,20482.74
2024-01-31,Salt 1KG,44,4386.85
2024-01-31,Toilet Paper 2PLY,41,4069.29
2024-01-31,Tomatoes 1KG,55,22295.51
2024-01-31,White Rice 1KG,42,9089.42
2024-01-31,White Sugar 1KG,53,18788.91
2024-02-01,Bottled Water 5L,60,15065.04
2024-02-01,Butter 227G,57,67799.05
2024-02-01,Chocolate Wafers 85G,58,5696.02
2024-02-01,Coca-Cola 1.5L,58,17468.81
2024-02-01,Coconut,47,6048.81
2024-02-01,Coconut Oil 750ML,52,44766.83
2024-02-01,Coconut Sweets,54,10911.12
2024-02-01,Fresh Chicken 1KG,57,80418.26
2024-02-01,Fresh Milk 1L,52,20548.51
2024-02-01,Ice Cream 1L,48,35976.67
2024-02-01,Mango Jam 500G,47,29961.67
2024-02-01,Milo Powder 400G,53,53129.44
2024-02-01,Pineapple Whole,44,17579.24
2024-02-01,Plain Bread 450G,57,10455.76
2024-02-01,Plain Flour 1KG,50,19315.76
2024-02-01,Salt 1KG,47,4667.73
2024-02-01,Toilet Paper 2PLY,46,4533.39
2024-02-01,Tomatoes 1KG,43,17382.35
2024-02-01,White Rice 1KG,46,10027.23
2024-02-01,White Sugar 1KG,43,15350.98
2024-02-02,Bottled Water 5L,50,12317.85
2024-02-02,Butter 227G,52,63563.43
2024-02-02,Chocolate Wafers 85G,59,5808.38
2024-02-02,Coca-Cola 1.5L,51,15328.12
2024-02-02,Coconut,40,5301.05
2024-02-02,Coconut Oil 750ML,43,36930.32
2024-02-02,Coconut Sweets,42,8431.36
2024-02-02,Fresh Chicken 1KG,58,79903.39
2024-02-02,Fresh Milk 1L,41,16679.24
2024-02-02,Ice Cream 1L,60,44930.97
2024-02-02,Mango Jam 500G,58,37168.46
2024-02-02,Milo Powder 400G,58,56974.45
2024-02-02,Pineapple Whole,53,21207.23
2024-02-02,Plain Bread 450G,44,7966.35
2024-02-02,Plain Flour 1KG,41,15323.6
2024-02-02,Salt 1KG,54,5407.72
2024-02-02,Toilet Paper 2PLY,58,5768.99
2024-02-02,Tomatoes 1KG,44,17673.56
2024-02-02,White Rice 1KG,40,8705.25
2024-02-02,White Sugar 1KG,57,19554.4
2024-02-03,Bottled Water 5L,63,15898.94
2024-02-03,Butter 227G,51,60081.51
2024-02-03,Chocolate Wafers 85G,76,7468.46
2024-02-03,Coca-Cola 1.5L,63,19039.42
2024-02-03,Coconut,66,8456.52
2024-02-03,Coconut Oil 750ML,66,55313.0
2024-02-03,Coconut Sweets,63,12520.53
2024-02-03,Fresh Chicken 1KG,59,84136.41
2024-02-03,Fresh Milk 1L,59,24039.96
2024-02-03,Ice Cream 1L,66,49062.29
2024-02-03,Mango Jam 500G,58,38414.85
2024-02-03,Milo Powder 400G,67,66035.0
2024-02-03,Pineapple Whole,67,26562.36
2024-02-03,Plain Bread 450G,58,10237.85
2024-02-03,Plain Flour 1KG,64,24658.14
2024-02-03,Salt 1KG,54,5361.49
2024-02-03,Toilet Paper 2PLY,67,6660.52
2024-02-03,Tomatoes 1KG,65,25977.88
2024-02-03,White Rice 1KG,73,16362.4
2024-02-03,White Sugar 1KG,59,20552.27
2024-02-04,Bottled Water 5L,65,16512.8
2024-02-04,Butter 227G,59,71031.3
2024-02-04,Chocolate Wafers 85G,68,6841.38
2024-02-04,Coca-Cola 1.5L,55,16388.2
2024-02-04,Coconut,58,7578.21
2024-02-04,Coconut Oil 750ML,71,59499.08
2024-02-04,Coconut Sweets,69,13832.46
2024-02-04,Fresh Chicken 1KG,74,102397.92
2024-02-04,Fresh Milk 1L,59,23543.54
2024-02-04,Ice Cream 1L,65,49402.65
2024-02-04,Mango Jam 500G,64,42277.33
2024-02-04,Milo Powder 400G,68,68182.79
2024-02-04,Pineapple Whole,56,22703.86
2024-02-04,Plain Bread 450G,69,12292.76
2024-02-04,Plain Flour 1KG,53,19884.15
2024-02-04,Salt 1KG,65,6461.16
2024-02-04,Toilet Paper 2PLY,60,6086.21
2024-02-04,Tomatoes 1KG,74,29297.69
2024-02-04,White Rice 1KG,53,11682.38
2024-02-04,White Sugar 1KG,70,24271.93
2024-02-05,Bottled Water 5L,49,12444.97
2024-02-05,Butter 227G,45,54442.8
2024-02-05,Chocolate Wafers 85G,59,5875.25
2024-02-05,Coca-Cola 1.5L,51,15578.56
2024-02-05,Coconut,51,6615.29
2024-02-05,Coconut Oil 750ML,51,43964.1
2024-02-05,Coconut Sweets,45,9039.82
2024-02-05,Fresh Chicken 1KG,48,66675.73
2024-02-05,Fresh Milk 1L,42,16687.63
2024-02-05,Ice Cream 1L,60,45077.04
2024-02-05,Mango Jam 500G,41,26720.29
2024-02-05,Milo Powder 400G,40,40776.87
2024-02-05,Pineapple Whole,44,17288.83
2024-02-05,Plain Bread 450G,45,8240.24
2024-02-05,Plain Flour 1KG,46,17228.08
2024-02-05,Salt 1KG,53,5297.68
2024-02-05,Toilet Paper 2PLY,45,4500.22
2024-02-05,Tomatoes 1KG,50,19774.45
2024-02-05,White Rice 1KG,42,9329.8
2024-02-05,White Sugar 1KG,41,14251.6
2024-02-06,Bottled Water 5L,48,11918.14
2024-02-06,Butter 227G,40,48687.2
2024-02-06,Chocolate Wafers 85G,57,5649.84
2024-02-06,Coca-Cola 1.5L,55,16668.57
2024-02-06,Coconut,55,7167.9
2024-02-06,Coconut Oil 750ML,40,33880.94
2024-02-06,Coconut Sweets,53,10698.88
2024-02-06,Fresh Chicken 1KG,45,62549.29
2024-02-06,Fresh Milk 1L,55,21727.72
2024-02-06,Ice Cream 1L,42,31611.57
2024-02-06,Mango Jam 500G,51,33413.49
2024-02-06,Milo Powder 400G,58,57784.39
2024-02-06,Pineapple Whole,51,20051.75
2024-02-06,Plain Bread 450G,52,9203.38
2024-02-06,Plain Flour 1KG,42,15963.83
2024-02-06,Salt 1KG,40,3992.37
2024-02-06,Toilet Paper 2PLY,40,4062.38
2024-02-06,Tomatoes 1KG,53,21227.12
2024-02-06,White Rice 1KG,47,10519.34
2024-02-06,White Sugar 1KG,41,14129.38
2024-02-07,Bottled Water 5L,44,11127.86
2024-02-07,Butter 227G,53,62406.76
2024-02-07,Chocolate Wafers 85G,47,4790.98
2024-02-07,Coca-Cola 1.5L,42,12504.5
2024-02-07,Coconut,41,5415.31
2024-02-07,Coconut Oil 750ML,56,46911.66
2024-02-07,Coconut Sweets,51,10382.27
2024-02-07,Fresh Chicken 1KG,41,57140.86
2024-02-07,Fresh Milk 1L,41,16243.83
2024-02-07,Ice Cream 1L,54,40255.49
2024-02-07,Mango Jam 500G,46,29519.02
2024-02-07,Milo Powder 400G,54,53600.87
2024-02-07,Pineapple Whole,45,17900.59
2024-02-07,Plain Bread 450G,48,8606.56
2024-02-07,Plain Flour 1KG,59,22275.3
2024-02-07,Salt 1KG,52,5268.87
2024-02-07,Toilet Paper 2PLY,48,4872.68
2024-02-07,Tomatoes 1KG,46,18476.78
2024-02-07,White Rice 1KG,42,9245.74
2024-02-07,White Sugar 1KG,59,20651.02
2024-02-08,Bottled Water 5L,47,11780.77
2024-02-08,Butter 227G,58,69352.06
2024-02-08,Chocolate Wafers 85G,54,5454.27
2024-02-08,Coca-Cola 1.5L,54,16503.08
2024-02-08,Coconut,54,6922.66
2024-02-08,Coconut Oil 750ML,53,44219.57
2024-02-08,Coconut Sweets,42,8303.86
2024-02-08,Fresh Chicken 1KG,55,75654.95
2024-02-08,Fresh Milk 1L,58,22896.81
2024-02-08,Ice Cream 1L,43,32749.96
2024-02-08,Mango Jam 500G,42,27632.17
2024-02-08,Milo Powder 400G,49,49188.68
2024-02-08,Pineapple Whole,43,16979.73
2024-02-08,Plain Bread 450G,52,9386.57
2024-02-08,Plain Flour 1KG,60,23140.63
2024-02-08,Salt 1KG,55,5442.38
2024-02-08,Toilet Paper 2PLY,59,5915.2
2024-02-08,Tomatoes 1KG,55,21623.57
2024-02-08,White Rice 1KG,59,12965.89
2024-02-08,White Sugar 1KG,41,14242.08
2024-02-09,Bottled Water 5L,42,10470.43
2024-02-09,Butter 227G,48,57046.86
2024-02-09,Chocolate Wafers 85G,48,4894.47
2024-02-09,Coca-Cola 1.5L,52,15456.04
2024-02-09,Coconut,45,5858.26
2024-02-09,Coconut Oil 750ML,44,37492.48
2024-02-09,Coconut Sweets,53,10732.06
2024-02-09,Fresh Chicken 1KG,58,82358.16
2024-02-09,Fresh Milk 1L,50,19643.74
2024-02-09,Ice Cream 1L,50,36807.48
2024-02-09,Mango Jam 500G,52,33246.58
2024-02-09,Milo Powder 400G,46,46299.33
2024-02-09,Pineapple Whole,59,23144.21
2024-02-09,Plain Bread 450G,41,7232.5
2024-02-09,Plain Flour 1KG,42,15872.94
2024-02-09,Salt 1KG,54,5301.23
2024-02-09,Toilet Paper 2PLY,55,5458.69
2024-02-09,Tomatoes 1KG,54,21413.0
2024-02-09,White Rice 1KG,56,12298.97
2024-02-09,White Sugar 1KG,51,17673.16
2024-02-10,Bottled Water 5L,57,14293.2
2024-02-10,Butter 227G,69,81206.74
2024-02-10,Chocolate Wafers 85G,53,5276.77
2024-02-10,Coca-Cola 1.5L,76,23130.95
2024-02-10,Coconut,70,9103.35
2024-02-10,Coconut Oil 750ML,66,55955.85
2024-02-10,Coconut Sweets,55,10791.64
2024-02-10,Fresh Chicken 1KG,57,80912.03
2024-02-10,Fresh Milk 1L,65,25758.26
2024-02-10,Ice Cream 1L,75,55258.95
2024-02-10,Mango Jam 500G,65,43046.29
2024-02-10,Milo Powder 400G,66,65408.68
2024-02-10,Pineapple Whole,58,23027.9
2024-02-10,Plain Bread 450G,67,12033.32
2024-02-10,Plain Flour 1KG,66,25147.71
2024-02-10,Salt 1KG,58,5837.3
2024-02-10,Toilet Paper 2PLY,53,5353.62
2024-02-10,Tomatoes 1KG,53,21211.76
2024-02-10,White Rice 1KG,61,13158.22
2024-02-10,White Sugar 1KG,73,25724.37
2024-02-11,Bottled Water 5L,72,17669.11
2024-02-11,Butter 227G,61,73978.25
2024-02-11,Chocolate Wafers 85G,68,6823.95
2024-02-11,Coca-Cola 1.5L,54,16389.72
2024-02-11,Coconut,68,8896.33
2024-02-11,Coconut Oil 750ML,55,46315.94
2024-02-11,Coconut Sweets,63,12769.2
2024-02-11,Fresh Chicken 1KG,71,97601.27
2024-02-11,Fresh Milk 1L,73,29702.88
2024-02-11,Ice Cream 1L,58,43327.06
2024-02-11,Mango Jam 500G,64,41455.01
2024-02-11,Milo Powder 400G,57,55973.98
2024-02-11,Pineapple Whole,75,30210.75
2024-02-11,Plain Bread 450G,52,9237.0
2024-02-11,Plain Flour 1KG,63,24196.92
2024-02-11,Salt 1KG,72,7302.47
2024-02-11,Toilet Paper 2PLY,54,5459.62
2024-02-11,Tomatoes 1KG,71,28130.23
2024-02-11,White Rice 1KG,53,11541.34
2024-02-11,White Sugar 1KG,59,20898.06
2024-02-12,Bottled Water 5L,55,13678.19
2024-02-12,Butter 227G,44,52076.15
2024-02-12,Chocolate Wafers 85G,58,5890.95
2024-02-12,Coca-Cola 1.5L,52,15579.04
2024-02-12,Coconut,53,6969.54
2024-02-12,Coconut Oil 750ML,50,41899.49
2024-02-12,Coconut Sweets,56,11136.05
2024-02-12,Fresh Chicken 1KG,42,59214.92
2024-02-12,Fresh Milk 1L,60,23931.76
2024-02-12,Ice Cream 1L,58,44118.3
2024-02-12,Mango Jam 500G,53,34606.31
2024-02-12,Milo Powder 400G,54,54529.82
2024-02-12,Pineapple Whole,52,21058.24
2024-02-12,Plain Bread 450G,54,9779.9
2024-02-12,Plain Flour 1KG,56,21554.74
2024-02-12,Salt 1KG,43,4274.21
2024-02-12,Toilet Paper 2PLY,58,5887.93
2024-02-12,Tomatoes 1KG,49,19991.25
2024-02-12,White Rice 1KG,41,9077.73
2024-02-12,White Sugar 1KG,47,16770.04
2024-02-13,Bottled Water 5L,60,15057.04
2024-02-13,Butter 227G,43,51737.36
2024-02-13,Chocolate Wafers 85G,42,4182.49
2024-02-13,Coca-Cola 1.5L,40,11825.95
2024-02-13,Coconut,45,5753.39
2024-02-13,Coconut Oil 750ML,43,36956.07
2024-02-13,Coconut Sweets,43,8430.57
2024-02-13,Fresh Chicken 1KG,47,65404.31
2024-02-13,Fresh Milk 1L,58,23492.66
2024-02-13,Ice Cream 1L,59,44833.66
2024-02-13,Mango Jam 500G,43,28413.05
2024-02-13,Milo Powder 400G,54,53870.82
2024-02-13,Pineapple Whole,58,23224.74
2024-02-13,Plain Bread 450G,50,8920.32
2024-02-13,Plain Flour 1KG,46,17464.98
2024-02-13,Salt 1KG,49,4952.47
2024-02-13,Toilet Paper 2PLY,54,5316.39
2024-02-13,Tomatoes 1KG,56,22341.85
2024-02-13,White Rice 1KG,55,12267.08
2024-02-13,White Sugar 1KG,40,14236.76
2024-02-14,Bottled Water 5L,58,14424.94
2024-02-14,Butter 227G,58,70576.43
2024-02-14,Chocolate Wafers 85G,42,4144.67
2024-02-14,Coca-Cola 1.5L,50,15025.14
2024-02-14,Coconut,44,5796.46
2024-02-14,Coconut Oil 750ML,45,37829.63
2024-02-14,Coconut Sweets,51,10400.91
2024-02-14,Fresh Chicken 1KG,45,63110.3
2024-02-14,Fresh Milk 1L,41,16219.8
2024-02-14,Ice Cream 1L,53,39294.25
2024-02-14,Mango Jam 500G,47,29970.51
2024-02-14,Milo Powder 400G,57,56216.29
2024-02-14,Pineapple Whole,52,20585.01
2024-02-14,Plain Bread 450G,40,7074.61
2024-02-14,Plain Flour 1KG,47,18064.63
2024-02-14,Salt 1KG,58,5733.15
2024-02-14,Toilet Paper 2PLY,54,5394.13
2024-02-14,Tomatoes 1KG,58,23609.46
2024-02-14,White Rice 1KG,57,12446.13
2024-02-14,White Sugar 1KG,49,16987.67
2024-02-15,Bottled Water 5L,54,13669.65
2024-02-15,Butter 227G,54,65520.9
2024-02-15,Chocolate Wafers 85G,55,5560.68
2024-02-15,Coca-Cola 1.5L,44,13150.0
2024-02-15,Coconut,57,7458.28
2024-02-15,Coconut Oil 750ML,53,45280.09
2024-02-15,Coconut Sweets,52,10327.18
2024-02-15,Fresh Chicken 1KG,47,65058.26
2024-02-15,Fresh Milk 1L,60,24072.86
2024-02-15,Ice Cream 1L,43,32623.17
2024-02-15,Mango Jam 500G,53,35048.54
2024-02-15,Milo Powder 400G,47,47306.81
2024-02-15,Pineapple Whole,54,21635.77
2024-02-15,Plain Bread 450G,44,7827.97
2024-02-15,Plain Flour 1KG,45,17063.85
2024-02-15,Salt 1KG,48,4742.5
2024-02-15,Toilet Paper 2PLY,56,5663.88
2024-02-15,Tomatoes 1KG,58,23568.13
2024-02-15,White Rice 1KG,42,9105.91
2024-02-15,White Sugar 1KG,53,18292.73
2024-02-16,Bottled Water 5L,47,11976.44
2024-02-16,Butter 227G,40,47928.99
2024-02-16,Chocolate Wafers 85G,51,5085.2
2024-02-16,Coca-Cola 1.5L,58,17070.37
2024-02-16,Coconut,51,6512.15
2024-02-16,Coconut Oil 750ML,58,49680.93
2024-02-16,Coconut Sweets,57,11184.18
2024-02-16,Fresh Chicken 1KG,52,74149.67
2024-02-16,Fresh Milk 1L,41,16178.18
2024-02-16,Ice Cream 1L,40,30326.35
2024-02-16,Mango Jam 500G,57,37690.16
2024-02-16,Milo Powder 400G,46,46460.64
2024-02-16,Pineapple Whole,47,18666.68
2024-02-16,Plain Bread 450G,49,8746.07
2024-02-16,Plain Flour 1KG,43,16555.3
2024-02-16,Salt 1KG,43,4273.97
2024-02-16,Toilet Paper 2PLY,50,5057.64
2024-02-16,Tomatoes 1KG,55,21744.34
2024-02-16,White Rice 1KG,49,10713.18
2024-02-16,White Sugar 1KG,42,14599.52
2024-02-17,Bottled Water 5L,67,16507.63
2024-02-17,Butter 227G,73,86705.68
2024-02-17,Chocolate Wafers 85G,68,6732.69
2024-02-17,Coca-Cola 1.5L,73,22032.19
2024-02-17,Coconut,72,9204.92
2024-02-17,Coconut Oil 750ML,56,47600.54
2024-02-17,Coconut Sweets,78,15886.62
2024-02-17,Fresh Chicken 1KG,78,111021.1
2024-02-17,Fresh Milk 1L,75,29744.18
2024-02-17,Ice Cream 1L,63,48102.46
2024-02-17,Mango Jam 500G,53,34051.23
2024-02-17,Milo Powder 400G,58,57724.44
2024-02-17,Pineapple Whole,70,27605.81
2024-02-17,Plain Bread 450G,74,13486.91
2024-02-17,Plain Flour 1KG,55,21270.21
2024-02-17,Salt 1KG,77,7741.78
2024-02-17,Toilet Paper 2PLY,53,5386.16
2024-02-17,Tomatoes 1KG,60,24211.03
2024-02-17,White Rice 1KG,68,15170.8
2024-02-17,White Sugar 1KG,72,24801.63
2024-02-18,Bottled Water 5L,63,15464.07
2024-02-18,Butter 227G,55,66551.19
2024-02-18,Chocolate Wafers 85G,71,7017.72
2024-02-18,Coca-Cola 1.5L,66,19689.28
2024-02-18,Coconut,74,9706.13
2024-02-18,Coconut Oil 750ML,57,48195.08
2024-02-18,Coconut Sweets,75,15068.12
2024-02-18,Fresh Chicken 1KG,72,101196.08
2024-02-18,Fresh Milk 1L,60,24309.66
2024-02-18,Ice Cream 1L,55,41403.98
2024-02-18,Mango Jam 500G,59,38708.27
2024-02-18,Milo Powder 400G,63,62509.11
2024-02-18,Pineapple Whole,68,26844.67
2024-02-18,Plain Bread 450G,71,12987.33
2024-02-18,Plain Flour 1KG,59,22574.64
2024-02-18,Salt 1KG,71,6964.91
2024-02-18,Toilet Paper 2PLY,77,7703.09
2024-02-18,Tomatoes 1KG,78,31796.46
2024-02-18,White Rice 1KG,56,12298.75
2024-02-18,White Sugar 1KG,74,26302.12
2024-02-19,Bottled Water 5L,44,10900.94
2024-02-19,Butter 227G,58,69939.81
2024-02-19,Chocolate Wafers 85G,58,5728.31
2024-02-19,Coca-Cola 1.5L,54,16143.99
2024-02-19,Coconut,44,5629.73
2024-02-19,Coconut Oil 750ML,57,48233.14
2024-02-19,Coconut Sweets,53,10489.52
2024-02-19,Fresh Chicken 1KG,46,64811.0
2024-02-19,Fresh Milk 1L,43,17030.12
2024-02-19,Ice Cream 1L,56,42636.35
2024-02-19,Mango Jam 500G,44,28515.3
2024-02-19,Milo Powder 400G,57,56528.26
2024-02-19,Pineapple Whole,53,21465.91
2024-02-19,Plain Bread 450G,39,6884.56
2024-02-19,Plain Flour 1KG,61,22860.12
2024-02-19,Salt 1KG,59,5806.46
2024-02-19,Toilet Paper 2PLY,47,4649.45
2024-02-19,Tomatoes 1KG,47,18933.82
2024-02-19,White Rice 1KG,51,11359.04
2024-02-19,White Sugar 1KG,57,19751.93
2024-02-20,Bottled Water 5L,55,13958.87
2024-02-20,Butter 227G,56,67661.29
2024-02-20,Chocolate Wafers 85G,55,5440.55
2024-02-20,Coca-Cola 1.5L,58,17196.73
2024-02-20,Coconut,60,7837.72
2024-02-20,Coconut Oil 750ML,56,48435.57
2024-02-20,Coconut Sweets,47,9402.09
2024-02-20,Fresh Chicken 1KG,55,75996.54
2024-02-20,Fresh Milk 1L,59,23766.22
2024-02-20,Ice Cream 1L,54,40084.85
2024-02-20,Mango Jam 500G,59,37939.9
2024-02-20,Milo Powder 400G,53,52118.92
2024-02-20,Pineapple Whole,55,22379.13
2024-02-20,Plain Bread 450G,57,10446.93
2024-02-20,Plain Flour 1KG,55,20773.16
2024-02-20,Salt 1KG,51,5139.83
2024-02-20,Toilet Paper 2PLY,43,4323.53
2024-02-20,Tomatoes 1KG,44,17418.51
2024-02-20,White Rice 1KG,54,11980.53
2024-02-20,White Sugar 1KG,59,20246.71
2024-02-21,Bottled Water 5L,41,10156.95
2024-02-21,Butter 227G,42,50827.32
2024-02-21,Chocolate Wafers 85G,39,3921.15
2024-02-21,Coca-Cola 1.5L,48,14245.36
2024-02-21,Coconut,46,6089.79
2024-02-21,Coconut Oil 750ML,57,48929.23
2024-02-21,Coconut Sweets,45,9048.82
2024-02-21,Fresh Chicken 1KG,43,59466.12
2024-02-21,Fresh Milk 1L,41,16338.43
2024-02-21,Ice Cream 1L,49,36317.66
2024-02-21,Mango Jam 500G,57,37533.47
2024-02-21,Milo Powder 400G,51,50878.82
2024-02-21,Pineapple Whole,57,22426.44
2024-02-21,Plain Bread 450G,52,9517.01
2024-02-21,Plain Flour 1KG,50,19171.84
2024-02-21,Salt 1KG,60,5977.12
2024-02-21,Toilet Paper 2PLY,47,4687.69
2024-02-21,Tomatoes 1KG,55,22235.03
2024-02-21,White Rice 1KG,50,11176.86
2024-02-21,White Sugar 1KG,58,20211.58
2024-02-22,Bottled Water 5L,60,14897.34
2024-02-22,Butter 227G,44,52308.46
2024-02-22,Chocolate Wafers 85G,56,5664.61
2024-02-22,Coca-Cola 1.5L,55,16646.12
2024-02-22,Coconut,44,5618.17
2024-02-22,Coconut Oil 750ML,56,47322.83
2024-02-22,Coconut Sweets,59,11779.3
2024-02-22,Fresh Chicken 1KG,47,64985.95
2024-02-22,Fresh Milk 1L,46,18341.18
2024-02-22,Ice Cream 1L,59,43781.94
2024-02-22,Mango Jam 500G,48,30810.43
2024-02-22,Milo Powder 400G,55,54719.66
2024-02-22,Pineapple Whole,45,18252.78
2024-02-22,Plain Bread 450G,50,9091.43
2024-02-22,Plain Flour 1KG,55,21020.91
2024-02-22,Salt 1KG,52,5144.69
2024-02-22,Toilet Paper 2PLY,44,4431.39
2024-02-22,Tomatoes 1KG,55,22120.44
2024-02-22,White Rice 1KG,54,11868.79
2024-02-22,White Sugar 1KG,43,15100.28
2024-02-23,Bottled Water 5L,43,10936.54
2024-02-23,Butter 227G,47,55528.8
2024-02-23,Chocolate Wafers 85G,50,5098.17
2024-02-23,Coca-Cola 1.5L,39,11703.0
2024-02-23,Coconut,56,7414.2
2024-02-23,Coconut Oil 750ML,44,37685.96
2024-02-23,Coconut Sweets,81,16324.0
2024-02-23,Fresh Milk 1L,41,16147.01
2024-02-23,Ice Cream 1L,79,59942.65
2024-02-23,Mango Jam 500G,59,38377.28
2024-02-23,Milo Powder 400G,41,41578.18
2024-02-23,Pineapple Whole,77,30793.97
2024-02-23,Plain Bread 450G,56,9968.16
2024-02-23,Plain Flour 1KG,43,16295.17
2024-02-23,Salt 1KG,42,4256.72
2024-02-23,Toilet Paper 2PLY,50,5064.18
2024-02-23,Tomatoes 1KG,50,19801.85
2024-02-23,White Rice 1KG,55,11932.62
2024-02-23,White Sugar 1KG,53,18199.97
2024-02-24,Bottled Water 5L,63,15636.66
2024-02-24,Butter 227G,51,61924.76
2024-02-24,Chocolate Wafers 85G,61,6211.19
2024-02-24,Coca-Cola 1.5L,63,18911.06
2024-02-24,Coconut,60,7710.47
2024-02-24,Coconut Oil 750ML,53,45736.76
2024-02-24,Coconut Sweets,72,14238.05
2024-02-24,Fresh Chicken 1KG,57,79338.56
2024-02-24,Fresh Milk 1L,59,23651.81
2024-02-24,Ice Cream 1L,58,43978.56
2024-02-24,Mango Jam 500G,60,39023.75
2024-02-24,Milo Powder 400G,52,51330.1
2024-02-24,Pineapple Whole,63,25327.3
2024-02-24,Plain Bread 450G,70,12635.46
2024-02-24,Plain Flour 1KG,65,25023.22
2024-02-24,Salt 1KG,71,7143.1
2024-02-24,Toilet Paper 2PLY,77,7614.79
2024-02-24,Tomatoes 1KG,70,27686.42
2024-02-24,White Rice 1KG,76,16534.66
2024-02-24,White Sugar 1KG,65,22505.08
2024-02-25,Bottled Water 5L,58,14636.55
2024-02-25,Butter 227G,53,62427.02
2024-02-25,Chocolate Wafers 85G,75,7648.43
2024-02-25,Coca-Cola 1.5L,64,19214.39
2024-02-25,Coconut,55,7193.8
2024-02-25,Coconut Oil 750ML,53,45451.22
2024-02-25,Coconut Sweets,74,14802.72
2024-02-25,Fresh Chicken 1KG,68,96887.29
2024-02-25,Fresh Milk 1L,79,31107.64
2024-02-25,Ice Cream 1L,57,43004.53
2024-02-25,Mango Jam 500G,74,47474.12
2024-02-25,Milo Powder 400G,66,64715.16
2024-02-25,Pineapple Whole,54,21541.35
2024-02-25,Plain Bread 450G,72,12962.89
2024-02-25,Plain Flour 1KG,77,29493.11
2024-02-25,Salt 1KG,73,7399.89
2024-02-25,Toilet Paper 2PLY,76,7500.15
2024-02-25,Tomatoes 1KG,62,24391.45
2024-02-25,White Rice 1KG,61,13309.31
2024-02-25,White Sugar 1KG,60,20959.61
2024-02-26,Bottled Water 5L,50,12436.84
2024-02-26,Butter 227G,56,68499.1
2024-02-26,Chocolate Wafers 85G,45,4451.67
2024-02-26,Coca-Cola 1.5L,54,16302.09
2024-02-26,Coconut,58,7541.24
2024-02-26,Coconut Oil 750ML,55,46479.29
2024-02-26,Coconut Sweets,42,8481.61
2024-02-26,Fresh Chicken 1KG,47,66625.93
2024-02-26,Fresh Milk 1L,45,18178.34
2024-02-26,Ice Cream 1L,45,34009.32
2024-02-26,Mango Jam 500G,57,37319.07
2024-02-26,Milo Powder 400G,44,43130.94
2024-02-26,Pineapple Whole,51,20148.45
2024-02-26,Plain Bread 450G,40,7235.79
2024-02-26,Plain Flour 1KG,53,20043.65
2024-02-26,Salt 1KG,52,5134.59
2024-02-26,Toilet Paper 2PLY,53,5272.03
2024-02-26,Tomatoes 1KG,50,19605.89
2024-02-26,White Rice 1KG,41,8986.53
2024-02-26,White Sugar 1KG,59,20438.23
2024-02-27,Bottled Water 5L,42,10401.42
2024-02-27,Butter 227G,46,54177.06
2024-02-27,Chocolate Wafers 85G,39,3830.49
2024-02-27,Coca-Cola 1.5L,50,15056.61
2024-02-27,Coconut,51,6601.74
2024-02-27,Coconut Oil 750ML,47,39829.75
2024-02-27,Coconut Sweets,52,10324.36
2024-02-27,Fresh Chicken 1KG,56,78585.53
2024-02-27,Fresh Milk 1L,57,22856.88
2024-02-27,Ice Cream 1L,47,34862.41
2024-02-27,Mango Jam 500G,43,27424.79
2024-02-27,Milo Powder 400G,49,48907.57
2024-02-27,Pineapple Whole,44,17802.6
2024-02-27,Plain Bread 450G,42,7672.83
2024-02-27,Plain Flour 1KG,55,20916.77
2024-02-27,Salt 1KG,47,4788.15
2024-02-27,Toilet Paper 2PLY,55,5415.27
